label	data
0	A  photo  taken  by  a  journalist  showing  a  beach  in  Jacksonville,  Fla.,  isn't  from  after  the  government  reopened  the  beach  as  news  reports  have  claimed.
0	Audio  from  WhatsApp  in  which  the  head  of  cardiology  at  the  Gregorio  Marañón  Hospital  states  that  we  are  in  a  moment  of  uncontrolled  coronavirus  infection.
1	Let  us  give  one  example  of  a  difficult  call.  Yesterday  California  announced  8316  tests  had  been  administered  cumulatively.  There  is  a  big  difference  between  8316  tests  and  8316  people  tested  (which  would  imply  ~16k  tests  by  rough  rule  of  thumb).
0	A  video  shows  health  workers  turning  their  back  in  protest  as  an  official  car  passes.  Supposedly  as  if  it  were  a  protest  against  the  Minister  of  Health  of  Spain  Salvador  Illa  or  against  the  Minister  of  Equality  Irene  Montero  at  the  Gregorio  Marañón  hospital.
1	ALERT  LEVEL  UPDATE  (full  update  to  follow):  Auckland  will  stay  at  Alert  Level  3  until  11.59pm  on  30  August  2020.  The  rest  of  the  country  will  continue  to  remain  at  Alert  Level  2.  https://t.co/KH1p82RVxS
0	Russia  to  Supply  Anti-COVID  Avifavir  to  17  Countries.    Based  on  the  Japanese  drug  Favipiravir  several  countries  developed  Covid  drugs,  like  the  Japanese  Avigan  and  US/Chinese  Remdesivir  the  Russian  Avifavir.    Post-registration  clinical  trials  are  complete.  https://t.co/mxW1MgJb0I
0	Trump  And  Kushner  Hate  Science  https://t.co/TmXHFTkHjn  #donaldtrump  #science  #covid19  #jaredkushner  #dranthonyfauci  #nepotism
0	Chinese  pet  owners  are  killing  their  cats  and  dogs  by  throwing  them  out  of  the  window  in  fear  of  their  pets  spreading  the  coronavirus.  This  comes  after  memos  were  issued  by  authorities  for  pet  owners  to  get  rid  of  their  animals.
1	FDA  warns  no  more  use  of  #hydroxychloroquine  to  treat  #COVID19.  https://t.co/ZGMZaOUc69
1	Large  parts  of  the  North  East  are  set  to  be  subjected  to  tighter  lockdown  restrictions  that  will  be  announced  tomorrow  Sky  News  understands  https://t.co/LMpBdqQMvM
1	The  complexities  of  treating  patients  with  metastatic  bladder  cancer.  https://t.co/pln2JdBX9p  https://t.co/nl3DbyJlFw
0	NYT  invented  the  video  of  a  doctor  fighting  coronavirus  in  hospital.
1	The  growing  list  of  skin  conditions  observed  in  #COVID19  patients.  https://t.co/sL8IFP4yGB
0	President  Trump  promoted  hydroxychloroquine  as  a  remedy  for  COVID-19  for  weeks.  Critics  say  he  owns  a  share  in  a  company  that  manufactures  it.  We  looked  into  it:  It’s  a  small  stake  through  a  mutual  fund.  https://t.co/LVFVVTjEF2  https://t.co/DV9oa54XOs
1	A  correction.  Missouri  recently  changed  the  way  they  reported  cases.  We  followed  their  change  but  mistakenly  used  the  older  method  today  which  initially  made  it  seem  like  the  state  had  more  cases.  We  regret  the  error.
0	The  government  is  closing  businesses  to  stop  the  spread  of  coronavirus  even  though  "the  numbers  are  nothing  compared  to  H1N1  or  Ebola.  Everyone  needs  to  realize  our  government  is  up  to  something  ...??�
1	Yesterday  our  laboratories  processed  8185  tests  bringing  the  total  number  of  tests  completed  to  date  to  889717.
1	Texas  reported  4k  new  confirmed  cases  yesterday  with  some  caveats.  Today  the  state  reported  3129  —  without  the  caveats.  https://t.co/1pGhGkmILK
1	Boris  Johnson  is  facing  demands  from  Labour  to  explain  his  proposal  to  use  the  Army  to  support  police  amid  the  new  #COVID19  lockdown  rules  https://t.co/JShNbQfqkU
1	An  independent  #CODECHECK  review  @StephenEglen  confirmed  that  the  Imperial  #COVID19  Report  9  code  is  reproducible  as  scripts  and  documentation  are  published  🔰https://t.co/0SW9DsFsIM
1	RT  @PIB_India:  #CoronaWatch  ◾  3936747  total  confirmed  cases  ◾  3037151  cases  cured/recovered  ◾  46679145  samples  tested  Here's  the…
0	Leicester  wants  lockdown  rules  translated  into  indecipherable  slang  https://t.co/Lkm47MD9aF
1	Our  total  number  of  confirmed  cases  is  now  1163.  We  have  9  active  cases  in  NZ.  One  significant  cluster  in  NZ  remains  open  –  the  St.  Margaret’s  rest  home  in  Auckland.  Our  combined  total  of  confirmed  and  probable  cases  is  now  1513.
0	A  Facebook  post  claims  that  Bill  Gates  ordered  the  Italian  government  to  impose  a  second  national  lockdown  by  October  1st.
0	Boris  Johnson  shopping  in  England  in  the  time  of  coronavirus.
0	A  video  shows  a  new  hospital  for  coronavirus  patients  in  China.
1	#IndiaFightsCorona:  India's  #COVID19  Deaths  per  Million  Population  is  also  amongst  the  lowest  in  the  World.  India  has  53  Deaths  per  Million  Population  whereas  World's  average  stands  at  115:  Secretary  @MoHFW_INDIA  #StaySafe  #IndiaWillWin  @ICMRDELHI  https://t.co/z7hF0aIm8T
1	#IndiaFightsCorona:  A  total  of  86961  new  cases  have  been  reported  in  the  last  24  hours  in  the  country.  76%  of  the  new  confirmed  cases  are  concentrated  in  10  States/UTs.  #StaySafe  #IndiaWillWin  https://t.co/3Wt2zkKKy4
1	RT  @CDC_eHealth:  CDC  leads  a  new  national  genomics  consortium  to  help  coordinate  SARS-CoV-2  sequencing  in  laboratories  across  the  United  St…
0	A  post  giving  a  nurse's  advice  not  to  be  infected  by  coronavirus.  The  nurse  is  called  Claire  Magne  and  works  at  hospitals  in  Toulouse  or  in  Marseille  depending  on  publications.
0	Things  to  store  now:  Vitamin  A-  Vitamin  C-  Vitamin  D3  -  Peroxide(sore  throat  gargle)  Spirullina-  Star  Anise  (carries  one  of  the  main  active  ingredients  in  Tamiflu)      High-Dose  Vitamin  C  Success  Story  in  #COVID19  https://t.co/v6Dk0pon6p
1	Our  daily  update  is  published.  We’ve  now  tracked  ~3.1  million  tests  up  146k  from  yesterday  right  about  the  April  average.  Note  that  we  can  only  track  tests  that  a  state  reports.  And  not  all  states  report  all  tests.  For  details  see:  https://t.co/PZrmH4bl5Y
0	Trump  Virus  Infects  Entire  White  House  https://t.co/bQpdM8Ma1K  #donaldtrump  #2020presidentialelection  #dranthonyfauci  #covid19
0	@indiatv    Immunity  booster  coronil  kit  if  used  to  cure  Covid19,  must  be  discontinued  after  how  many  days.  If  used  to  boost  immunity  then  when  to  discontinue??  please  ask  Baba  Ramdev  Ji.
0	Data  show  that  the  brazilian  state  Minas  Gerais  has  fewer  COVID-19  deaths  than  Ceará  even  though  it  has  not  adopted  isolation  measures
1	Pinal  County  Arizona:  "Recovery  will  take  time  and  the  virus  could  also  make  a  comeback...  Not  taking  this  potential  risk  off  the  table  “only  adds  to  the  problems  we  will  be  facing...Let’s  get  ahead  of  the  curve  for  once  while  we  have  the  chance.”  https://t.co/rxBvl9Gep3
0	A  memo  from  the  St.  Luke's  Hospital  of  Kansas  says  drinking  alcohol  lowers  the  risk  of  getting  infected  with  COVID-19.  Vodka  is  most  recommended  for  drinking  cleaning  and  sanitizing.
0	White  House  Runs  Out  Of  Toilet  Paper  https://t.co/UIVsCRZ6fj  #donaldtrump  #pandemic
1	#CoronaVirusUpdates  #IndiaFightsCorona  For  the  4th  successive  day  more  than  6  lakh  tested  for  #COVID19  in  24  hours.  7  day  moving  average  of  daily  tests  has  significantly  improved  from  around  2.69  lakh  on  14th  July  to  around  5.66  lakh  on  6th  Aug.  https://t.co/L8ICHKR7lX  https://t.co/plH6UGnFeM
1	A  new  @CDCMMWR  finds  many  #COVID19  infections  among  healthcare  workers  appear  to  go  undetected  likely  because  many  people  infected  with  the  virus  that  causes  COVID-19  have  mild  or  no  symptoms.  Learn  more:  https://t.co/VOKbZil9ob.  https://t.co/bnTAcmIzr9
0	Henry  Kissinger  said  that  population  reduction  should  be  done  by  vaccines  "for  the  common  good".
0	Says  if  you're  refused  service  at  a  store  for  not  wearing  a  mask  ???call  the  department  of  health  and  report  the  store.  Masks  are  suggested,  not  required.??�
0	Philippines  President  Rodrigo  Duterte  claimed  in  a  late  night  address  that  Ormoc  City  Mayor  Richard  Gomez  said  he  would  not  accept  anyone  returning  from  elsewhere  to  enter  the  city.
0	NEWS!  Coronavirus  agrees  to  stay  out  of  shops  until  24th  July  https://t.co/QT72lGj2wd  https://t.co/gxuX0IInSP
1	RT  @MoHFW_INDIA:  #IndiaFightsCorona  There  has  been  a  steep  exponential  rise  in  #COVID19  recoveries-  from  50000  in  May  to  30  lakh  in  Sept.…
0	Deficient  in  Vitamin  D.  Myself  included  as  a  darker  skinned  person.      Black  Canadians  get  sick  more  from  COVID-19.  Scientists  aim  to  find  out  why  |  CBC  News  https://t.co/RBAUhJ2XY6
1	This  high  rate  of  daily  RECOVERIES  has  positioned  India  as  the  top  country  globally  with  maximum  number  of  recovered  cases.  This  has  also  pushed  the  Recovery  Rate  to  a  high  of  more  than  80%.
0	Population  of  India  =  135  crores  *  If  covid-19  infection  of  1  lakh  persons  is  checked  every  day,  then  it  will  take  13500  days  or  about  37  years  to  test  135  crore  people  and  in  that  time  India  will  be  completely  destroyed  by  corona.
1	Update  from  the  @minhealthnz  ​  There  is  one  new  case  of  COVID-19  to  report  in  managed  isolation  in  New  Zealand  today.​  ​  The  number  of  active  cases  in  New  Zealand  is  22.​  It  has  been  78  days  since  the  last  case  of  COVID-19  was  acquired  locally  from  an  unknown  source.
0	#Coronavirustruth  EXCLUSIVE:  China  is  tracking  every  movement  of  its  Uighur  minority  to  find  reasons  to  detain  them,  a  leaked  document.      Ppl  have  been  arrested  for  growing  beards  or  having  too  many  children:  https://t.co/FH1GIhBZmF    #KarakaxList  https://t.co/AuIsuGD2wv
1	Work  is  ongoing  to  raise  funds  for  both  R&amp;D  and  for  the  procurement  of  #COVID19  vaccines  for  lower-income  countries  via  the  @gavi  COVAX  Advance  Market  Commitment.  👉🏼  https://t.co/6KyDZ6TWWE  https://t.co/vET04orSDi
1	RT  @WHOAFRO:  How  children  can  wear  a  #mask  safely!😷👇🏿  Children  must  clean  their  hands🧼👐🏿💧  and  maintain  a  safe  distance📏  to  stop  the  spread…
1	In  the  third  week  WHO  identified  &amp;  began  contracting  for  validated  production  of  quality  PCR  tests.  And  by  the  first  week  of  Feb  WHO  began  shipping  tests  to  over  150  labs  around  the  world  which  enabled  the  world  to  track  &amp;  trace  #COVID19  around  the  world  quickly-@DrTedros
0	If  a  patient  is  diagnosed  with  COVID-19  and  the  doctor  refuses  to  prescribe  hydroxichloroquine  the  patient  is  entitled  to  a  lawsuit.
1	If  Tennessee  continues  to  #StayAtHome  hospitals  should  not  become  overloaded.  However  if  distancing  is  relaxed  there  is  a  potential  for  over  66k  hospitalizations  -  overwhelming  the  system  by  May  4th.  Learn  more  at  https://t.co/x37SEzyAo1  https://t.co/eyB78Fyeym
0	???All  the  books??�  have  been  removed  from  the  classrooms  of  a  Minnesota  middle  school  because  administrators  ???claim  that  the  books  cannot  be  cleaned.??�
0	#COVID19  इस  हफ़्ते  हमारे  देश  में  आँकड़ा  10,00,000  पार  कर  जाएगा।  This  week  we  will  cross  1  million.    https://t.co/ZttBYzPabl
1	The  latest  CDC  #COVIDView  report  shows  the  percentage  of  deaths  attributed  to  #COVID19  increased  between  June  27  and  July  11.  This  is  the  first  multi-week  increase  reported  since  mid-April.  However  this  indicator  has  since  been  on  the  decline:  https://t.co/zP4VYlo0Pb.  https://t.co/2NkjL2sebF
0	???Church  services  can???t  resume  until  we???re  all  vaccinated,  says  Bill  Gates.??�
0	Joe  Diffie???s  death  was  labeled  ???as  a  COVID-19  death  and  it  wasn???t!??�
0	A  claim  that  a  trolley  collector  at  a  supermarket  in  the  Australian  state  of  New  South  Wales  tested  positive  for  the  novel  coronavirus  in  March  2020  has  been  shared  hundreds  of  times  in  multiple  posts  on  Facebook.
1	The  increase  in  testing  was  broadly  distributed  among  the  states.  These  states  all  reported  over  10k  tests  today.  CA:  29648  FL:  20294  GA:  19323  IL:  14821  MA:  13989  MN:  10238  NY:  26802  TN:  17583  TX:  36985  VA:  14139
0	???Ultraviolet  Radiation  is  administered  into  the  body  as  a  disinfectant  to  kill  bacteria  and  viruses  and  this  has  been  used  for  a  while  now.??�
1	The  latest  CDC  #COVIDView  report  shows  the  percentage  of  people  testing  positive  for  #COVID19  decreased  nationally  last  week.  However  two  regions  (Central  and  Mountain)  saw  increases  in  this  measure  of  COVID-19  activity.  Learn  more:  https://t.co/zP4VYlo0Pb.  https://t.co/RAvbT5TBQs
1	Yesterday  our  laboratories  completed  2733  tests  of  which  2481  were  in  the  community  and  252  were  in  managed  isolation  and  quarantine  facilities.  Total  number  of  tests  completed  to  date  460067.
0	Claim:  The  ‘Fund  of  Funds’  part  of  the  #COVID19  stimulus  will  mobilise  equity  of  ~Rs  50000  crore  for  MSMEs  Fact:  A  similar  fund  set  up  in  2016  to  mobilise  Rs  60000  crore  for  start-ups  disbursed  only  6%  of  planned  amount  https://t.co/wF9lG2PM0F
1	#WearAMask  to  help  slow  the  spread  of  COVID-19.  When  selecting  a  #mask  you  have  many  choices.  Avoid  masks  made  of  materials  that  make  it  too  hard  to  breathe  allow  #COVID19  particles  to  escape  or  are  intended  for  healthcare  workers.  Learn  more:  https://t.co/iOQv5OMdKA.  https://t.co/S4e107SVgj
0	A  graphic  video  has  been  viewed  tens  of  thousands  of  times  in  multiple  posts  on  Facebook  and  Twitter  alongside  a  claim  it  shows  two  Islamist  extremists  killing  a  Hindu  man  in  the  Indian  state  of  Rajasthan  during  India’s  COVID-19  lockdown.
0	Hotels  to  remain  closed  in  India  till  15  October  2020.
0	Countries  were  purchasing  Covid-19  test  kits  in  2018
1	Even  asymptomatic  carriers  can  show  evidence  of  #coronavirus  in  their  stool.  https://t.co/VSJJThQRvv
0	Lockdown  in  South  Africa  has  collapsed.  People  are  out  on  the  streets  because  due  to  hunger.
1	Tribal  leaders:  You  can  help  safeguard  your  communities  from  #COVID19  during  funerals  and  burials.  Actions  like  social  distancing  can  help  stop  the  spread  of  coronavirus.  Learn  more  guidance  for  funerals  and  burials  for  tribal  communities:  https://t.co/Pg05bJ6I21.  https://t.co/tU7hBtHvQl
1	Clinicians  must  quickly  recognize  symptoms  and  immediately  hospitalize  patients  with  this  polio-like  disease.  https://t.co/QRmfLpkG0i
1	443  new  cases  of  #COVID19Nigeria;  Plateau-103  Lagos-70  FCT-60  Ondo-35  Edo-27  Rivers-27  Kaduna-20  Osun-19  Borno-18  Oyo-18  Kwara-11  Adamawa-9  Nasarawa-7  Gombe-6  Bayelsa-4  Imo-4  Bauchi-2  Ogun-2  Kano-1  45687  confirmed  32637  discharged  936  deaths  https://t.co/X2pZRogn59
1	The  U.S.  has  performed  millions  of  coronavirus  tests  but  returning  the  nation  to  its  normal  life  will  require  far  more.  https://t.co/OzxSXTqvSt
1	Coronavirus:  Unemployment  rate  climbs  as  pandemic  takes  toll  https://t.co/4ZSrP1FkbK
1	Newly  reported  cases  remained  over  21k.  The  7-day  average  has  remained  between  22-23k  for  the  last  10  days.  https://t.co/yurbKwb6Kp
0	Says  certain  states  are  banning  the  sale  of  alcohol.
0	Social  media  users  claimed  that  the  Chinese  aren’t  taking  any  medicine  or  vaccine  for  coronavirus.  They’re  instead  killing  the  virus  with  heat  and  recovering  in  five  days.  This  claim  is  'False';  read  our  #FactCheck  report  to  know  more.  #coronavirusFacts  https://t.co/ic2VnStOMm
1	@ClimateKids2  @daniel_sierra81  Yes  be  very  careful  with  doing  those  quick  percentages.  They  are  definitely  misleading  because  of  the  state  of  the  data.  -@alexismadrigal
0	53%  of  coronavirus  deaths  in  Sweden  are  in  care  facilities.
0	Bon  Jovi's  Song  Contest  About  The  Corona  Virus  Meets  With  Aggression  From  Online  Humor  Writer.  https://t.co/yW1NoR2H1v  #covid19
0	A  post  in  Facebook  that  said  the  Health  Ministry  of  Costa  Rica  does  coronavirus  test  home  by  home  to  suspicious  pacient.
0	NEWS!  Ray  of  hope  after  government  announces  it  is  looking  into  ways  of  f*cking-up  the  end  of  lockdown  https://t.co/h14qdsgdIO  https://t.co/RQqOVRLjMp
0	Korona  virus,  very  new  deadly  form  of  virus,  china  is  suffering,  may  come  to  India  immediately,  avoid  any  form  of  cold  drinks,  ice  creams,  koolfee,  etc,  any  type  of  preserved  foods,  milkshake,  rough  ice,  ice  colas,  milk  sweets  older  then  48  hours,  for  at  least  90  days  from  today.
0	???People  Of  Color  May  Be  Immune  To  The  Coronavirus  Because  Of  Melanin.??�
1	ICMR  is  honoured  to  have  carried  out  testing  of  2500+  samples  of  Hon'ble  Members  of  Parliament  and  other  officials  on  war  footing  over  the  weekend  in  service  of  the  nation.  #ICMRFightsCovid19
1	A  better  milestone.  New  York  City  saw  at  least  one  COVID-19  death  on  every  day  since  mid  March.  That's  120+  days.  Yesterday  after  months  of  communal  effort  by  the  people  of  the  city  New  York  City  finally  reported  0  new  deaths.
1	(4/4)  To  further  aid  in  developing  state  intervention  plans  following  the  ICMR  survey  states  have  also  conducted  their  zone/city-specific  surveys  #IndiaFightsCOVID19
1	35  were  tested  after  leaving  managed  isolation  and  others  tested  while  still  in  self  isolation.  11  will  not  be  tested  either  on  the  basis  of  health  because  they  are  a  child  or  because  they  have  left  the  country.
1	Here  are  some  even  broader  views  of  the  course  of  the  pandemic  from  March  1  -  July  31.  First  tests.  https://t.co/BhM61DPEHZ
0	NEWS!  Everyone  looking  forward  to  coronavirus  pandemic  passing  to  get  back  to  safely  licking  toilets  https://t.co/yVbKDtnzEu  https://t.co/z87X8Y6ezA
1	The  Committee  will  engage  with  all  the  stakeholders  including  State  governments  and  vaccine  manufacturers.  @PMOIndia  @drharshvardhan  @AshwiniKChoubey  @PIB_India  @DDNewslive  @airnewsalerts  @COVIDNewsByMIB  @CovidIndiaSeva  @ICMRDELHI  @NITIAayog  @PTI_News  @ANI
0	NSCI  badminton  court!!!  Who  is  keeping  a  eye  on  all  this  or  Night  life  is  still  on  ??
0	Message  from  health  authorities  chandigarh  :  Hello  i  kindly  request  you  not  to  come  out  of  your  house  after  10  pm  tonight  till  tomorrow  5  am....  As  their  will  be  spraying  medicine  in  the  air  in  order  to  kill  the  COVID-19!!  Share  this  information  to  all  your  friends,relatives  and  your  families...for  Chandigarh  Thank  you!
0	A  photo  claims  that  military  vehicles  are  combating  COVID-19  in  Palermo  Italy.
1	Whether  a  child  should  go  to  school  depends  on  their  health  condition  the  current  transmission  of  COVID-19  within  their  community  and  the  protective  measures  the  school  and  community  have  in  place  to  reduce  the  risk  of  #COVID19  transmission  👉  https://t.co/Cs7uxQRRMN  https://t.co/9J5awYg7Oq
0	A  pro-Biden  Facebook  group  claims  Trump  asked  for  “gratitude”  for  how  he  has  dealt  with  COVID-19  and  said  “maybe  a  big  ‘thank  you  Mr.  President’  is  called  for.”  There  is  no  evidence  that  Trump  said  that.  https://t.co/ATjPMDkXoo
1	The  latest  #COVIDView  report  shows  that  influenza-like  illness  has  declined  but  remains  elevated.  However  #COVID19  severity  indicators  (hospitalizations  and  deaths)  are  increasing.  See  additional  data:  https://t.co/zP4VYlo0Pb  https://t.co/C5kz3Xzrcf
0	Canadians'  average  working  commute  4  m  #COVID19  #COVIDCanada
1	•  We  now  have  1421  people  reported  as  having  recovered  from  COVID-19  an  increase  of  10  on  yesterday.  This  is  95%  of  all  confirmed  and  probable  cases.⁣  ⁣  •  There  are  now  just  56  'active'  cases  across  the  country.⁣
0	Federal  deputy  (equivalent  to  Federal  representative  in  Brazil)  Osmar  Terra  claims  that  in  Italy  lockdown  policies  made  COVID-19  cases  shot  up.
1	Many  of  these  deaths  are  in  people  under  70  years  of  age  and  most  occur  in  low-  and  middle-income  countries-@DrTedros  #BeatNCDs  #COVID19  https://t.co/6wPPqxL1lX
1	For  availability  of  Ventilator  &amp;  #COVID  Beds  in  #Pune  #Maharashtra  kindly  refer  to  this  link:  https://t.co/nUjW6qoOdk  #COVID19  #COVID__19  #COVID_19  #COVIDー19  #COVID19India  #Corona  #coronavirus  #CoronavirusIndia  #CoronavirusPandemic  #CoronaVirusUpdates  #CovidUpdates  https://t.co/eaJxadlDLG
1	3.  One  thing  we’re  tracking  closely:  California’s  testing  regime  ramped  up  decently  well  but  the  growth  has  really  slowed  down  over  the  last  few  days.  They’re  also  reporting  a  large  (12k+)  number  of  pending  tests.  We’re  not  sure  what’s  going  on  there.
0	???Same  little  boy  died  of  COVID-19  in  three  different  countries.  Still  don???t  believe  the  media  is  #fakenews???�
1	Wearing  a  cloth  face  covering  CORRECTLY  can  help  prevent  the  spread  of  #COVID19  to  others.  When  you  go  out  on  essential  trips  follow  these  “do’s”.  If  you  have  a  child  remember  those  under  age  2  should  not  wear  a  face  covering.  See  https://t.co/lxWMe4NUBD.  https://t.co/5F37rjgvK3
1	Updated  on  May  13:  Reported  U.S.  cases  of  #COVID19  are  now  close  to  1.4  million.  28  states  report  10000+  cases.  New  interactive  charts  show  cases  by  race  and  ethnicity:  https://t.co/wiuFBKR3Uh  https://t.co/iK7rNrRnh1
0	Two  West  Virginia  Brothers  Can't  Afford  Covid-19  Masks,  So  They  Make  Their  Own  Out  of  Two  Discarded�  https://t.co/04jEPeHXP7  #unemployment
